unit,library,term,adj_pval,combined_score,genes,n_high,fraction_high
246,GO_Biological_Process_2025,Cytokine-Mediated Signaling Pathway (GO:0019221),7.2392444929935e-18,660.9365026540906,CSF1R;CXCL9;CSF2RB;TNFRSF11A;IL2RG;CSF2RA;CCL8;STAT4;IL12B;JAK2;JAK1;IL12RB2;IL13RA1;IL10;IL11;IL33;SMAD4;IFNB1;TNFRSF1B;IL22RA1;IL1A;HCK;CXCL10;CEACAM1;IL1B;XCL1;IL6ST;IL7R,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cytokine Production (GO:0001819),2.720162466401536e-13,349.4732365524739,APP;ITK;CSF1R;CD274;CLEC12A;CD80;TWIST1;BRCA1;IFIH1;CYP1B1;IL12B;FFAR2;JAK2;IL12RB2;IL10;IL33;FZD5;IL1A;PTPRC;IL1B;DDIT3;XCL1;CHI3L1;PLA2R1;IL6ST;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Cytokine Stimulus (GO:0071345),1.1871589573547974e-11,302.28852690205645,IFNAR2;CSF1R;SELPLG;PTGIS;IFNB1;CSF2RB;BRCA1;IL2RG;CSF2RA;IL22RA1;IL1A;HCK;IL1B;STAT4;XCL1;CHI3L1;JAK2;IL6ST;IL7R;TLR4;JAK1;IL12RB2;IL13RA1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Lipid (GO:0071396),9.376226421238097e-11,294.8155417960241,H2AZ1;IL10;CD274;CXCL6;CXCL9;WNT7B;CD80;MMP8;TNFRSF1B;ESR1;EGFR;IL1A;CXCL10;WNT11;IL1B;FFAR2;ATM;TLR4;WNT2;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Cell Population Proliferation (GO:0042127),9.376226421238097e-11,153.8829737882019,APP;CSF1R;IFITM1;CXCL9;BTG1;CSF1;TNFRSF11A;CSF2RA;EGFR;EFNB2;GPNMB;EPCAM;STAT4;CYP1B1;VHL;JAK2;WNT2;CD33;IL12RB2;IL10;IL11;NTRK2;JUN;TGFB2;TGFB3;TNFRSF9;FOXP3;PTK2;IL1A;HCK;CXCL10;IL1B;IL6ST;IL7R,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Tumor Necrosis Factor Production (GO:0032680),9.376226421238097e-11,430.4387352377303,IL10;APP;IL33;FZD5;C5AR2;TWIST1;MMP8;VSIR;IFIH1;IL1A;PTPRC;IL12B;EPHB2;JAK2;TLR4;CD33,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Cytokine Production (GO:0001818),2.3214473956748492e-10,312.5724323224366,IL10;SRGN;CD274;C5AR2;APOA1;FOXP3;VSIR;CEACAM1;PTPRC;GPNMB;DDIT3;IL12B;XCL1;APOD;JAK2;TLR4;CD33;ATG5,4062,0.050002461962676645
246,GO_Biological_Process_2025,Response to Cytokine (GO:0034097),4.0858771032543975e-10,401.5068286335162,IFNAR2;APP;CD274;CSF1R;SERPINA3;IFITM1;TNFRSF11A;CASP8;SELL;IL1B;SELENOP;STAT4;CHI3L1;IL6ST;JAK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Leukocyte Proliferation (GO:0070665),4.4271665908675167e-10,2470.2641304648364,CSF1R;CSF1;GPNMB;IL12B;CSF2RB;JAK2;CSF2RA;PTK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Multicellular Organismal Process (GO:0051240),6.398428625993685e-10,183.11068160082667,IL10;APP;ITK;IL33;TGFB2;SMAD4;SMARCB1;IL20;TGFB3;TWIST1;TNFRSF11A;PTK2;PLAC8;NPPB;IL1A;BMP1;GPNMB;IL1B;SNAI1;LCN2;IL12B;PLA2R1;JAK2;LDLR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cell Migration (GO:0030335),1.011369276323174e-09,193.89077751394944,ITGB1;CSF1R;ANGPT4;TGFB2;CSF1;TWIST1;PTK2;VSIR;EGFR;CLDN4;PTPRC;CASP8;CCL8;GPNMB;IL1B;SNAI1;ABL1;SNAI2;XCL1;ATM;EPHB2;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Inflammatory Response (GO:0050727),1.3221749817055458e-09,228.4642608040365,RB1;IL10;APP;IL33;IL20;PTGIS;CLEC12A;NR1H2;NKG7;APOA1;TNFRSF1B;IL22RA1;HCK;IL1B;IL12B;XCL1;FFAR2;JAK2;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Intracellular Signal Transduction (GO:1902533),2.475169512194293e-09,129.83761676277598,ITGB1;APP;CSF1R;CD81;FASLG;EGFR;SOX2;RXRB;CASP8;TNFSF10;IL12B;JAK2;IL11;NTRK2;TGFB2;SMAD4;PTGIS;PARP1;TGFB3;TNFRSF10B;PTK2;IL1A;PTPRC;IL1B;DDIT3;SELENOP;BAX;CHI3L1;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of DNA-templated Transcription (GO:0045893),2.850163121347174e-09,95.57010044443476,APP;SMARCB1;CD81;CD80;TWIST1;ADIRF;BRCA1;EGFR;SOX2;PLAC8;RXRB;WNT11;EPCAM;CHEK2;STAT4;ABL1;VHL;JAK2;WNT2;H2AZ1;IL10;IL11;IL33;JUN;TGFB2;SMAD4;FZD5;PARP1;IFNB1;TGFB3;NR1H2;WNT7A;RUNX3;FOXP3;ESR1;CXCL10;IL1B;DDIT3;SNAI1;ATM;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cell Differentiation (GO:0045597),2.850163121347174e-09,192.54833717651687,APP;IFITM1;TGFB2;SMAD4;SMARCB1;BTG1;CSF1;TGFB3;WNT7B;TACSTD2;TWIST1;ADIRF;PTK2;CEACAM1;CHEK2;IL1B;SNAI1;VHL;IL6ST;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),4.1068150417175495e-09,434.6192800626608,IFIH1;APP;IL1A;IL33;PTPRC;FZD5;IL12B;TWIST1;EPHB2;JAK2;MMP8;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Angiogenesis (GO:0045765),5.233680999726089e-09,223.95376329888,ITGB1;ANGPT4;TGFB2;BTG1;PTGIS;TWIST1;FASLG;BRCA1;NPPB;IL1A;CXCL10;CEACAM1;GPNMB;IL1B;CYP1B1;CHI3L1;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Oxygen-Containing Compound (GO:1901701),5.290516424634334e-09,157.86284499185294,H2AZ1;IL10;APP;CD274;CXCL6;CXCL9;WNT7B;CD80;TPM1;MMP8;TNFRSF1B;ESR1;EGFR;IL1A;CXCL10;WNT11;IL1B;FFAR2;ATM;TLR4;WNT2;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),5.350369287848554e-09,409.1679727549326,IFIH1;APP;IL1A;IL33;PTPRC;FZD5;IL12B;TWIST1;EPHB2;JAK2;MMP8;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cell Motility (GO:2000147),7.0685837628880405e-09,195.98266337732304,ITGB1;CSF1R;CSF1;TWIST1;PTK2;VSIR;EGFR;CLDN4;CASP8;CCL8;GPNMB;IL1B;SNAI1;SNAI2;XCL1;ATM;EPHB2;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Cellular Process (GO:0048523),1.3361676718880264e-08,123.68465518651423,RB1;APP;IFITM1;BTG1;TACSTD2;TWIST1;BRCA1;NPPB;GPNMB;CYP1B1;VHL;JAK2;EPHB2;CD33;IL10;TGFB2;SMAD4;TGFB3;NR1H2;APOA1;RUNX3;FOXP3;IL1A;IL1B;CRYAB,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Cytokine Production (GO:0001817),1.9228462764895127e-08,226.1757304817197,IL10;SRGN;ITK;IL33;C5AR2;TNFRSF1B;FOXP3;IFIH1;IL1A;PTPRC;CASP8;GPNMB;IL12B;SNAI2;PLA2R1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Lipopolysaccharide (GO:0071222),3.252877561358615e-08,264.80608315630144,IL10;CD274;CXCL6;CXCL9;CD80;MMP8;TNFRSF1B;CXCL10;HCK;IL1A;IL1B;JAK2;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Multicellular Organismal Process (GO:0051241),3.252877561358615e-08,174.14237921362223,RB1;IL10;SRGN;ITGB1;APP;PARP1;NR1H2;TACSTD2;APOA1;FOXP3;EGFR;WNT11;GPNMB;IL1B;DDIT3;TLR4;ITGA9,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Apoptotic Process (GO:0043065),3.252877561358615e-08,150.7277061954941,TOP2A;ITGB1;APP;JUN;TGFB2;BTG1;PTGIS;TNFRSF12A;IFNB1;TGFB3;TNFRSF10B;FASLG;CASP8;DDIT3;TNFSF10;BAX;CYP1B1;CTLA4;ATM,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of T Cell Proliferation (GO:0042129),5.124726130120205e-08,337.25274730743286,IL10;CD274;PTPRC;GPNMB;CD80;IL1B;IL12B;JAK2;TNFRSF1B;IL6ST;FOXP3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cellular Process (GO:0048522),5.5764545253800585e-08,101.2340251786304,APP;CSF1R;SMARCB1;CSF1;TWIST1;TNFRSF11A;CSF2RA;EGFR;EFNB2;EPCAM;IL12B;VHL;WNT2;IL12RB2;IL11;NTRK2;TGFB2;TGFB3;TPM1;TNFRSF1B;PTK2;HCK;IL1B;ATM;IL6ST;IL7R,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Type II Interferon Production (GO:0032649),9.03425831908356e-08,305.716586855594,CD274;FZD5;DDIT3;IL1B;IL12B;XCL1;JAK2;FOXP3;TLR4;VSIR;IL12RB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Cell Migration (GO:0030334),2.112521013702448e-07,102.65208880108383,ITGB1;CSF1R;IFITM1;CSF1;TPM1;TWIST1;PTK2;VSIR;EGFR;CEACAM1;CLDN4;CASP8;CCL8;GPNMB;IL1B;SNAI1;CYP1B1;SNAI2;XCL1;ATM;EPHB2;EPHA2,4062,0.050002461962676645
